DISTRICT,YEAR,WINNER,VOTES
NY-18,2010,democrat,115619.0
NY-18,2010,republican,60513.0
NY-18,2010,conservative,9900.0
NY-19,2010,democrat,98766.0
NY-19,2010,conservative,15778.0
NY-19,2010,republican,88734.0
NY-19,2010,independence,5444.0
NY-20,2010,conservative,19365.0
NY-20,2010,republican,110813.0
NY-20,2010,democrat,107075.0
NY-21,2010,republican,70211.0
NY-21,2010,democrat,124889.0
NY-21,2010,conservative,25541.0
NY-22,2010,democrat,98661.0
NY-22,2010,conservative,13129.0
NY-22,2010,republican,75558.0
NY-23,2010,democrat,82232.0
NY-23,2010,republican,73646.0
NY-23,2010,conservative,10507.0
NY-23,2010,independence,6591.0
NY-24,2010,democrat,89809.0
NY-24,2010,republican,85702.0
NY-24,2010,independence,5584.0
NY-24,2010,conservative,10313.0
NY-25,2010,republican,81380.0
NY-25,2010,democrat,103954.0
NY-25,2010,conservative,16830.0
NY-25,2010,independence,6392.0
NY-26,2010,republican,151449.0
NY-26,2010,democrat,54307.0
NY-27,2010,democrat,119085.0
NY-27,2010,republican,63015.0
NY-27,2010,conservative,13305.0
NY-28,2010,republican,45630.0
NY-28,2010,democrat,102514.0
NY-28,2010,conservative,9762.0
NY-29,2010,independence,5642.0
NY-29,2010,republican,93167.0
NY-29,2010,democrat,86099.0
NY-29,2010,conservative,13505.0
NC-01,2010,republican,70867.0
NC-01,2010,democrat,103294.0
NC-02,2010,democrat,92393.0
NC-02,2010,libertarian,3505.0
NC-02,2010,republican,93876.0
NC-03,2010,libertarian,4762.0
NC-03,2010,democrat,51317.0
NC-03,2010,republican,143225.0
NC-04,2010,democrat,155384.0
NC-04,2010,republican,116448.0
NC-05,2010,democrat,72762.0
NC-05,2010,republican,140525.0
NC-06,2010,democrat,51507.0
NC-06,2010,republican,156252.0
NC-07,2010,democrat,113957.0
NC-07,2010,republican,98328.0
NC-08,2010,republican,73129.0
NC-08,2010,libertarian,5098.0
NC-08,2010,democrat,88776.0
NC-09,2010,democrat,71450.0
NC-09,2010,republican,158790.0
NC-10,2010,republican,130813.0
NC-10,2010,democrat,52972.0
NC-11,2010,democrat,131225.0
NC-11,2010,republican,110246.0
NC-12,2010,republican,55315.0
NC-12,2010,libertarian,3197.0
NC-12,2010,democrat,103495.0
NC-13,2010,republican,93099.0
NC-13,2010,democrat,116103.0
ND-00,2010,democrat,106542.0
ND-00,2010,republican,129802.0
OH-01,2010,republican,103770.0
OH-01,2010,green,2000.0
OH-01,2010,libertarian,3076.0
OH-01,2010,democrat,92672.0
OH-02,2010,republican,139027.0
OH-02,2010,democrat,82431.0
OH-02,2010,libertarian,16259.0
OH-03,2010,republican,152629.0
OH-03,2010,democrat,71455.0
OH-04,2010,libertarian,7708.0
OH-04,2010,democrat,50533.0
OH-04,2010,republican,146029.0
OH-05,2010,republican,140703.0
OH-05,2010,democrat,54919.0
OH-05,2010,libertarian,11831.0
OH-06,2010,libertarian,4505.0
OH-06,2010,republican,103170.0
OH-06,2010,democrat,92823.0
OH-06,2010,constitution,5077.0
OH-07,2010,republican,135721.0
OH-07,2010,democrat,70400.0
OH-07,2010,libertarian,9381.0
OH-07,2010,constitution,2811.0
OH-08,2010,constitution,3701.0
OH-08,2010,republican,142731.0
OH-08,2010,libertarian,5121.0
OH-08,2010,democrat,65883.0
OH-09,2010,democrat,121819.0
OH-09,2010,republican,83423.0
OH-10,2010,republican,83809.0
OH-10,2010,democrat,101343.0
OH-10,2010,libertarian,5874.0
OH-11,2010,republican,28754.0
OH-11,2010,democrat,139693.0
OH-12,2010,republican,150163.0
OH-12,2010,democrat,110307.0
OH-12,2010,libertarian,8710.0
OH-13,2010,republican,94367.0
OH-13,2010,democrat,118806.0
OH-14,2010,libertarian,8383.0
OH-14,2010,democrat,72604.0
OH-14,2010,republican,149878.0
OH-15,2010,constitution,3887.0
OH-15,2010,republican,119471.0
OH-15,2010,libertarian,6116.0
OH-15,2010,democrat,91077.0
OH-16,2010,libertarian,14585.0
OH-16,2010,democrat,90833.0
OH-16,2010,republican,114652.0
OH-17,2010,republican,57352.0
OH-17,2010,democrat,102758.0
OH-17,2010,independent,30556.0
OH-18,2010,democrat,80756.0
OH-18,2010,republican,107426.0
OH-18,2010,constitution,11246.0
OK-01,2010,republican,151173.0
OK-01,2010,independent,45656.0
OK-02,2010,democrat,108203.0
OK-02,2010,republican,83226.0
OK-03,2010,republican,161927.0
OK-03,2010,democrat,45689.0
OK-04,2010,republican,1.0
OK-05,2010,independent,3067.0
OK-05,2010,democrat,68074.0
OK-05,2010,republican,123236.0
OR-01,2010,libertarian,2492.0
OR-01,2010,pacific green,2955.0
OR-01,2010,democrat,160357.0
OR-01,2010,republican,122858.0
OR-01,2010,constitution,3855.0
OR-02,2010,democrat,72173.0
OR-02,2010,republican,206245.0
OR-03,2010,independent,8380.0
OR-03,2010,pacific green,6197.0
OR-03,2010,democrat,193104.0
OR-03,2010,republican,67714.0
OR-04,2010,democrat,162416.0
OR-04,2010,pacific green,5215.0
OR-04,2010,republican,129877.0
OR-05,2010,democrat,145319.0
OR-05,2010,pacific green,7557.0
OR-05,2010,republican,130313.0
PA-01,2010,democrat,149944.0
PA-02,2010,republican,21907.0
PA-02,2010,democrat,182800.0
PA-03,2010,republican,111909.0
PA-03,2010,democrat,88924.0
PA-04,2010,republican,116958.0
PA-04,2010,democrat,120827.0
PA-05,2010,republican,127427.0
PA-05,2010,democrat,52375.0
PA-05,2010,libertarian,5710.0
PA-06,2010,republican,133770.0
PA-06,2010,democrat,100493.0
PA-07,2010,american congress party,2708.0
PA-07,2010,democrat,110314.0
PA-07,2010,republican,137825.0
PA-08,2010,republican,130759.0
PA-08,2010,democrat,113547.0
PA-09,2010,democrat,52322.0
PA-09,2010,republican,141904.0
PA-10,2010,democrat,89846.0
PA-10,2010,republican,110599.0
PA-11,2010,republican,102179.0
PA-11,2010,democrat,84618.0
PA-12,2010,democrat,94056.0
PA-12,2010,republican,91170.0
PA-13,2010,democrat,118710.0
PA-13,2010,republican,91987.0
PA-14,2010,republican,49997.0
PA-14,2010,democrat,122073.0
PA-14,2010,green,5400.0
PA-15,2010,towne for congress,15248.0
PA-15,2010,republican,109534.0
PA-15,2010,democrat,79766.0
PA-16,2010,republican,134113.0
PA-16,2010,democrat,70994.0
PA-17,2010,republican,95000.0
PA-17,2010,democrat,118486.0
PA-18,2010,democrat,78558.0
PA-18,2010,republican,161888.0
PA-19,2010,independent,10988.0
PA-19,2010,democrat,53549.0
PA-19,2010,republican,165219.0
RI-01,2010,democrat,81269.0
RI-01,2010,independent,6424.0
RI-01,2010,republican,71542.0
RI-02,2010,republican,55409.0
RI-02,2010,independent,14584.0
RI-02,2010,democrat,104442.0
SC-01,2010,green,3369.0
SC-01,2010,libertarian,2750.0
SC-01,2010,united citizens,1013.0
SC-01,2010,republican,152755.0
SC-01,2010,working families,4148.0
SC-01,2010,democrat,67008.0
SC-01,2010,independence,2489.0
SC-02,2010,constitution,2856.0
SC-02,2010,libertarian,4228.0
SC-02,2010,republican,138861.0
SC-02,2010,democrat,113625.0
SC-03,2010,constitution,2682.0
SC-03,2010,working families,6598.0
SC-03,2010,democrat,66497.0
SC-03,2010,republican,126235.0
SC-04,2010,constitution,11059.0
SC-04,2010,democrat,62438.0
SC-04,2010,libertarian,3010.0
SC-04,2010,republican,137586.0
SC-04,2010,green,2564.0
SC-05,2010,democrat,102296.0
SC-05,2010,republican,125834.0
SC-06,2010,republican,72661.0
SC-06,2010,green,1389.0
SC-06,2010,democrat,125459.0
SD-00,2010,democrat,146589.0
SD-00,2010,independent,19134.0
SD-00,2010,republican,153703.0
TN-01,2010,independent,3110.0
TN-01,2010,republican,123006.0
TN-01,2010,democrat,26045.0
TN-02,2010,independent,2497.0
TN-02,2010,democrat,25400.0
TN-02,2010,republican,141796.0
TN-03,2010,independent,17077.0
TN-03,2010,democrat,45387.0
TN-03,2010,republican,92032.0
TN-04,2010,independent,3178.0
TN-04,2010,republican,103969.0
TN-04,2010,democrat,70254.0
TN-05,2010,independent,584.0
TN-05,2010,democrat,99162.0
TN-05,2010,republican,74204.0
TN-06,2010,independent,2157.0
TN-06,2010,republican,128517.0
TN-06,2010,democrat,56145.0
TN-07,2010,republican,158916.0
TN-07,2010,independent,6320.0
TN-07,2010,democrat,54347.0
TN-08,2010,independent,2440.0
TN-08,2010,republican,98759.0
TN-08,2010,democrat,64960.0
TN-09,2010,republican,33879.0
TN-09,2010,democrat,99827.0
TN-09,2010,independent,673.0
TX-01,2010,republican,129398.0
TX-01,2010,libertarian,14811.0
TX-02,2010,libertarian,16711.0
TX-02,2010,republican,130020.0
TX-03,2010,republican,101180.0
TX-03,2010,democrat,47848.0
TX-03,2010,libertarian,3602.0
TX-04,2010,libertarian,4729.0
TX-04,2010,democrat,40975.0
TX-04,2010,republican,136338.0
TX-04,2010,independent,4244.0
TX-05,2010,democrat,41649.0
TX-05,2010,republican,106742.0
TX-05,2010,libertarian,2958.0
TX-06,2010,democrat,50717.0
TX-06,2010,libertarian,4700.0
TX-06,2010,republican,107140.0
TX-07,2010,republican,143655.0
TX-07,2010,libertarian,31704.0
TX-08,2010,libertarian,4988.0
TX-08,2010,republican,161417.0
TX-08,2010,democrat,34694.0
TX-09,2010,libertarian,1459.0
TX-09,2010,democrat,80107.0
TX-09,2010,republican,24201.0
TX-10,2010,democrat,74086.0
TX-10,2010,republican,144980.0
TX-10,2010,libertarian,5105.0
TX-11,2010,libertarian,4321.0
TX-11,2010,republican,125581.0
TX-11,2010,democrat,23989.0
TX-11,2010,green,1449.0
TX-12,2010,libertarian,4601.0
TX-12,2010,republican,109882.0
TX-12,2010,democrat,38434.0
TX-13,2010,republican,113201.0
TX-13,2010,independent,11192.0
TX-13,2010,libertarian,5650.0
TX-14,2010,democrat,44431.0
TX-14,2010,republican,140623.0
TX-15,2010,libertarian,2570.0
TX-15,2010,democrat,53546.0
TX-15,2010,republican,39964.0
TX-16,2010,libertarian,4319.0
TX-16,2010,democrat,49301.0
TX-16,2010,republican,31051.0
TX-17,2010,libertarian,2808.0
TX-17,2010,democrat,63138.0
TX-17,2010,republican,106696.0
TX-18,2010,democrat,85108.0
TX-18,2010,republican,33067.0
TX-18,2010,libertarian,3118.0
TX-19,2010,libertarian,4315.0
TX-19,2010,republican,106059.0
TX-19,2010,democrat,25984.0
TX-20,2010,republican,31757.0
TX-20,2010,democrat,58645.0
TX-20,2010,libertarian,1783.0
TX-21,2010,democrat,65927.0
TX-21,2010,republican,162924.0
TX-21,2010,libertarian,7694.0
TX-22,2010,republican,140537.0
TX-22,2010,democrat,62082.0
TX-22,2010,libertarian,5538.0
TX-23,2010,independent,5432.0
TX-23,2010,green,1419.0
TX-23,2010,democrat,67348.0
TX-23,2010,libertarian,2482.0
TX-23,2010,republican,74853.0
TX-24,2010,libertarian,22609.0
TX-24,2010,republican,100078.0
TX-25,2010,republican,84849.0
TX-25,2010,democrat,99967.0
TX-25,2010,libertarian,4431.0
TX-26,2010,libertarian,4062.0
TX-26,2010,democrat,55385.0
TX-26,2010,republican,120984.0
TX-27,2010,libertarian,5376.0
TX-27,2010,republican,50976.0
TX-27,2010,democrat,50179.0
TX-28,2010,democrat,62773.0
TX-28,2010,republican,46740.0
TX-28,2010,libertarian,1889.0
TX-29,2010,libertarian,866.0
TX-29,2010,democrat,43257.0
TX-29,2010,republican,22825.0
TX-30,2010,libertarian,2988.0
TX-30,2010,republican,24668.0
TX-30,2010,democrat,86322.0
TX-31,2010,libertarian,26735.0
TX-31,2010,republican,126384.0
TX-32,2010,libertarian,3178.0
TX-32,2010,democrat,44258.0
TX-32,2010,republican,79433.0
UT-01,2010,libertarian,4307.0
UT-01,2010,republican,135247.0
UT-01,2010,constitution,9143.0
UT-01,2010,democrat,46765.0
UT-02,2010,republican,116001.0
UT-02,2010,constitution,4578.0
UT-02,2010,unaffiliated,2391.0
UT-02,2010,democrat,127151.0
UT-03,2010,libertarian,2945.0
UT-03,2010,constitution,4596.0
UT-03,2010,unaffiliated,1604.0
UT-03,2010,republican,139721.0
UT-03,2010,democrat,44320.0
VT-00,2010,democrat,154006.0
VT-00,2010,independent,4704.0
VT-00,2010,republican,76403.0
VT-00,2010,socialist,3222.0
VA-01,2010,republican,135564.0
VA-01,2010,independent green,2544.0
VA-01,2010,democrat,73824.0
VA-02,2010,republican,88340.0
VA-02,2010,independent,7194.0
VA-02,2010,democrat,70591.0
VA-03,2010,libertarian,2383.0
VA-03,2010,republican,44553.0
VA-03,2010,democrat,114754.0
VA-03,2010,independent,2039.0
VA-04,2010,democrat,74298.0
VA-04,2010,republican,123659.0
VA-05,2010,democrat,110562.0
VA-05,2010,independent,4992.0
VA-05,2010,republican,119560.0
VA-06,2010,libertarian,15309.0
VA-06,2010,independent,21649.0
VA-06,2010,republican,127487.0
VA-07,2010,republican,138209.0
VA-07,2010,democrat,79616.0
VA-07,2010,independent green,15164.0
VA-08,2010,democrat,116404.0
VA-08,2010,republican,71145.0
VA-08,2010,independent green,2707.0
VA-09,2010,republican,95726.0
VA-09,2010,democrat,86743.0
VA-09,2010,independent,4282.0
VA-10,2010,democrat,72604.0
VA-10,2010,libertarian,4607.0
VA-10,2010,republican,131116.0
VA-11,2010,independent,1846.0
VA-11,2010,independent green,959.0
VA-11,2010,democrat,111720.0
VA-11,2010,libertarian,1382.0
VA-11,2010,republican,110739.0
WA-01,2010,democrat,172642.0
WA-01,2010,republican,126737.0
WA-02,2010,democrat,155241.0
WA-02,2010,republican,148722.0
WA-03,2010,democrat,135654.0
WA-03,2010,republican,152799.0
WA-04,2010,republican,156726.0
WA-04,2010,democrat,74973.0
WA-05,2010,democrat,101146.0
WA-05,2010,republican,177235.0
WA-06,2010,democrat,151873.0
WA-06,2010,republican,109800.0
WA-07,2010,democrat,232649.0
WA-07,2010,independent,47741.0
WA-08,2010,democrat,148581.0
WA-08,2010,republican,161296.0
WA-09,2010,republican,101851.0
WA-09,2010,democrat,123743.0
WV-01,2010,democrat,89220.0
WV-01,2010,republican,90660.0
WV-02,2010,democrat,55001.0
WV-02,2010,republican,126814.0
WV-02,2010,constitution,3431.0
WV-03,2010,republican,65611.0
WV-03,2010,democrat,83636.0
WI-01,2010,democrat,79363.0
WI-01,2010,republican,179819.0
WI-01,2010,libertarian,4311.0
WI-02,2010,republican,118099.0
WI-02,2010,democrat,191164.0
WI-03,2010,republican,116838.0
WI-03,2010,indepdent citizen for constitutional government,8001.0
WI-03,2010,democrat,126380.0
WI-04,2010,republican,61543.0
WI-04,2010,democrat,143559.0
WI-04,2010,coalition on government reform,2802.0
WI-05,2010,independent,10813.0
WI-05,2010,democrat,90634.0
WI-05,2010,republican,229642.0
WI-06,2010,democrat,75926.0
WI-06,2010,republican,183271.0
WI-07,2010,democrat,113018.0
WI-07,2010,independent no war bailout,8397.0
WI-07,2010,republican,132551.0
WI-08,2010,republican,143998.0
WI-08,2010,democrat,118646.0
WY-00,2010,libertarian,9253.0
WY-00,2010,democrat,45768.0
WY-00,2010,republican,131661.0
AL-01,2012,republican,196374.0
AL-02,2012,democrat,103092.0
AL-02,2012,republican,180591.0
AL-03,2012,republican,175306.0
AL-03,2012,democrat,98141.0
AL-04,2012,democrat,69706.0
AL-04,2012,republican,199071.0
AL-05,2012,democrat,101772.0
AL-05,2012,republican,189185.0
AL-06,2012,democrat,88267.0
AL-06,2012,republican,219262.0
AL-07,2012,republican,73835.0
AL-07,2012,democrat,232520.0
AK-00,2012,libertarian,15028.0
AK-00,2012,republican,185296.0
AK-00,2012,nominated by petition,5589.0
AK-00,2012,democrat,82927.0
AZ-01,2012,libertarian,15227.0
AZ-01,2012,democrat,122774.0
AZ-01,2012,republican,113594.0
AZ-02,2012,republican,144884.0
AZ-02,2012,democrat,147338.0
AZ-03,2012,democrat,98468.0
AZ-03,2012,libertarian,7567.0
AZ-03,2012,republican,62663.0
AZ-04,2012,americans elect,2393.0
AZ-04,2012,libertarian,9306.0
AZ-04,2012,democrat,69154.0
AZ-04,2012,republican,162907.0
AZ-05,2012,republican,183470.0
AZ-05,2012,democrat,89589.0
AZ-06,2012,green,5637.0
AZ-06,2012,libertarian,10167.0
AZ-06,2012,republican,179706.0
AZ-06,2012,democrat,97666.0
AZ-07,2012,libertarian,23338.0
AZ-07,2012,democrat,104489.0
AZ-08,2012,democrat,95635.0
AZ-08,2012,americans elect,4347.0
AZ-08,2012,republican,172809.0
AZ-09,2012,republican,111630.0
AZ-09,2012,libertarian,16620.0
AZ-09,2012,democrat,121881.0
AR-01,2012,libertarian,6427.0
AR-01,2012,green,5015.0
AR-01,2012,republican,138800.0
AR-01,2012,democrat,96601.0
AR-02,2012,republican,158175.0
AR-02,2012,democrat,113156.0
AR-02,2012,libertarian,6701.0
AR-02,2012,green,8566.0
AR-03,2012,libertarian,19875.0
AR-03,2012,republican,186467.0
AR-03,2012,green,39318.0
AR-04,2012,republican,154149.0
AR-04,2012,green,4807.0
AR-04,2012,libertarian,4984.0
AR-04,2012,democrat,95013.0
CA-01,2012,democrat,125386.0
CA-01,2012,republican,168827.0
CA-02,2012,democrat,226216.0
CA-02,2012,republican,91310.0
CA-03,2012,republican,107086.0
CA-03,2012,democrat,126882.0
CA-04,2012,republican,197803.0
CA-04,2012,democrat,125885.0
CA-05,2012,republican,69545.0
CA-05,2012,democrat,202872.0
CA-06,2012,democrat,160667.0
CA-06,2012,republican,53406.0
CA-07,2012,republican,132050.0
CA-07,2012,democrat,141241.0
CA-08,2012,republican,103093.0
CA-09,2012,republican,94704.0
CA-09,2012,democrat,118373.0
CA-10,2012,republican,110265.0
CA-10,2012,democrat,98934.0
CA-11,2012,democrat,200743.0
CA-11,2012,republican,87136.0
CA-12,2012,republican,44478.0
CA-12,2012,democrat,253709.0
CA-13,2012,democrat,250436.0
CA-13,2012,none,38146.0
CA-14,2012,republican,54455.0
CA-14,2012,democrat,203828.0
CA-15,2012,democrat,120388.0
CA-16,2012,democrat,84649.0
CA-16,2012,republican,62801.0
CA-17,2012,republican,57336.0
CA-17,2012,democrat,159392.0
CA-18,2012,democrat,212831.0
CA-18,2012,republican,89103.0
CA-19,2012,democrat,162300.0
CA-19,2012,republican,59313.0
CA-20,2012,democrat,172996.0
CA-20,2012,republican,60566.0
CA-21,2012,democrat,49119.0
CA-21,2012,republican,67164.0
CA-22,2012,democrat,81555.0
CA-22,2012,republican,132386.0
CA-23,2012,republican,158161.0
CA-23,2012,none,57842.0
CA-24,2012,democrat,156749.0
CA-24,2012,republican,127746.0
CA-25,2012,democrat,106982.0
CA-25,2012,republican,129593.0
CA-26,2012,democrat,139072.0
CA-26,2012,republican,124863.0
CA-27,2012,democrat,154191.0
CA-27,2012,republican,86817.0
CA-28,2012,republican,58008.0
CA-28,2012,democrat,188703.0
CA-29,2012,none,38994.0
CA-29,2012,democrat,111287.0
CA-30,2012,democrat,149456.0
CA-31,2012,republican,88964.0
CA-32,2012,republican,65208.0
CA-32,2012,democrat,124903.0
CA-33,2012,democrat,171860.0
CA-33,2012,none,146660.0
CA-34,2012,republican,20223.0
CA-34,2012,democrat,120367.0
CA-35,2012,democrat,79698.0
CA-36,2012,republican,97953.0
CA-36,2012,democrat,110189.0
CA-37,2012,republican,32541.0
CA-37,2012,democrat,207039.0
CA-38,2012,democrat,145280.0
CA-38,2012,republican,69807.0
CA-39,2012,republican,145607.0
CA-39,2012,democrat,106360.0
CA-40,2012,democrat,73940.0
CA-41,2012,republican,72074.0
CA-41,2012,democrat,103578.0
CA-42,2012,democrat,84702.0
CA-42,2012,republican,130245.0
CA-43,2012,democrat,143123.0
CA-44,2012,democrat,99909.0
CA-45,2012,republican,171417.0
CA-45,2012,democrat,121814.0
CA-46,2012,democrat,95694.0
CA-46,2012,republican,54121.0
CA-47,2012,republican,99919.0
CA-47,2012,democrat,130093.0
CA-48,2012,democrat,113358.0
CA-48,2012,republican,177144.0
CA-49,2012,democrat,114893.0
CA-49,2012,republican,159725.0
CA-50,2012,democrat,83455.0
CA-50,2012,republican,174838.0
CA-51,2012,republican,45464.0
CA-51,2012,democrat,113934.0
CA-52,2012,democrat,151451.0
CA-52,2012,republican,144459.0
CA-53,2012,republican,103482.0
CA-53,2012,democrat,164825.0
CO-01,2012,green,4829.0
CO-01,2012,democrat,237579.0
CO-01,2012,republican,93217.0
CO-01,2012,libertarian,12585.0
CO-02,2012,libertarian,13770.0
CO-02,2012,democrat,234758.0
CO-02,2012,green,10413.0
CO-02,2012,republican,162639.0
CO-03,2012,democrat,142619.0
CO-03,2012,none,11125.0
CO-03,2012,republican,185291.0
CO-03,2012,libertarian,8212.0
CO-04,2012,libertarian,10682.0
CO-04,2012,democrat,125800.0
CO-04,2012,american constitution,5848.0
CO-04,2012,republican,200006.0
CO-05,2012,green,18284.0
CO-05,2012,libertarian,22778.0
CO-05,2012,none,53318.0
CO-05,2012,republican,199639.0
CO-05,2012,american constitution,13212.0
CO-06,2012,libertarian,8597.0
CO-06,2012,none,13442.0
CO-06,2012,republican,163938.0
CO-06,2012,democrat,156937.0
CO-07,2012,democrat,182460.0
CO-07,2012,libertarian,9148.0
CO-07,2012,republican,139066.0
CO-07,2012,american constitution,10296.0
CT-01,2012,working families,14133.0
CT-01,2012,nominated by petition,2290.0
CT-01,2012,republican,82321.0
CT-01,2012,green,5477.0
CT-01,2012,democrat,192840.0
CT-02,2012,libertarian,2511.0
CT-02,2012,green,3638.0
CT-02,2012,republican,88103.0
CT-02,2012,democrat,189444.0
CT-02,2012,working families,15264.0
CT-03,2012,working families,20410.0
CT-03,2012,republican,73726.0
CT-03,2012,democrat,197163.0
CT-04,2012,working families,8609.0
CT-04,2012,democrat,167320.0
CT-04,2012,republican,117503.0
CT-05,2012,independent,9710.0
CT-05,2012,working families,8467.0
CT-05,2012,republican,128927.0
CT-05,2012,democrat,137631.0
DE-00,2012,democrat,249933.0
DE-00,2012,libertarian,4096.0
DE-00,2012,green,4273.0
DE-00,2012,republican,129757.0
FL-01,2012,democrat,92961.0
FL-01,2012,libertarian,11176.0
FL-01,2012,republican,238440.0
FL-02,2012,democrat,157634.0
FL-02,2012,republican,175856.0
FL-03,2012,republican,204331.0
FL-03,2012,democrat,102468.0
FL-03,2012,none,8870.0
FL-04,2012,republican,239988.0
FL-04,2012,none,75236.0
FL-05,2012,republican,70700.0
FL-05,2012,none,7978.0
FL-05,2012,democrat,190472.0
FL-06,2012,democrat,146489.0
FL-06,2012,republican,195962.0
FL-07,2012,republican,185518.0
FL-07,2012,democrat,130479.0
FL-08,2012,none,12607.0
FL-08,2012,republican,205432.0
FL-08,2012,democrat,130870.0
FL-09,2012,democrat,164891.0
FL-09,2012,republican,98856.0
FL-10,2012,republican,164649.0
FL-10,2012,democrat,153574.0
FL-11,2012,democrat,120303.0
FL-11,2012,republican,218360.0
FL-12,2012,republican,209604.0
FL-12,2012,democrat,108770.0
FL-12,2012,none,6878.0
FL-13,2012,republican,189605.0
FL-13,2012,democrat,139742.0
FL-14,2012,republican,83480.0
FL-14,2012,democrat,197121.0
FL-15,2012,republican,1.0
FL-16,2012,democrat,161929.0
FL-16,2012,republican,187147.0
FL-17,2012,democrat,116766.0
FL-17,2012,republican,165488.0
FL-18,2012,republican,164353.0
FL-18,2012,democrat,166257.0
FL-19,2012,none,6637.0
FL-19,2012,republican,189833.0
FL-19,2012,democrat,109746.0
FL-20,2012,democrat,214727.0
FL-20,2012,none,29553.0
FL-21,2012,none,37776.0
FL-21,2012,democrat,221263.0
FL-22,2012,republican,142050.0
FL-22,2012,democrat,171021.0
FL-23,2012,none,3129.0
FL-23,2012,republican,98096.0
FL-23,2012,democrat,174205.0
FL-24,2012,democrat,1.0
FL-25,2012,republican,151466.0
FL-25,2012,none,31664.0
FL-26,2012,republican,108820.0
FL-26,2012,none,5726.0
FL-26,2012,democrat,135694.0
FL-27,2012,none,6663.0
FL-27,2012,republican,138488.0
FL-27,2012,democrat,85020.0
GA-01,2012,democrat,92399.0
GA-01,2012,republican,157181.0
GA-02,2012,republican,92410.0
GA-02,2012,democrat,162751.0
GA-03,2012,republican,232380.0
GA-04,2012,republican,75041.0
GA-04,2012,democrat,208861.0
GA-05,2012,republican,43335.0
GA-05,2012,democrat,234330.0
GA-06,2012,democrat,104365.0
GA-06,2012,republican,189669.0
GA-07,2012,republican,156689.0
GA-07,2012,democrat,95377.0
GA-08,2012,republican,197789.0
GA-09,2012,republican,192101.0
GA-09,2012,democrat,60052.0
GA-10,2012,republican,211065.0
GA-11,2012,republican,196968.0
GA-11,2012,democrat,90353.0
GA-12,2012,republican,119973.0
GA-12,2012,democrat,139148.0
GA-13,2012,democrat,201988.0
GA-13,2012,republican,79550.0
GA-14,2012,democrat,59245.0
GA-14,2012,republican,159947.0
HI-01,2012,republican,96824.0
HI-01,2012,democrat,116505.0
HI-02,2012,democrat,168503.0
HI-02,2012,republican,40707.0
ID-01,2012,independent,7607.0
ID-01,2012,democrat,97450.0
ID-01,2012,republican,199402.0
ID-01,2012,libertarian,12265.0
ID-02,2012,republican,207412.0
ID-02,2012,democrat,110847.0
IL-01,2012,republican,83989.0
IL-01,2012,democrat,236854.0
IL-02,2012,independent,40006.0
IL-02,2012,republican,69115.0
IL-02,2012,democrat,188303.0
IL-03,2012,democrat,168738.0
IL-03,2012,republican,77653.0
IL-04,2012,republican,27279.0
IL-04,2012,democrat,133226.0
IL-05,2012,democrat,177729.0
IL-05,2012,green,15359.0
IL-05,2012,republican,77289.0
IL-06,2012,democrat,132991.0
IL-06,2012,republican,193138.0
IL-07,2012,democrat,242439.0
IL-07,2012,republican,31466.0
IL-07,2012,independent,12523.0
IL-08,2012,democrat,123206.0
IL-08,2012,republican,101860.0
IL-09,2012,republican,98924.0
IL-09,2012,democrat,194869.0
IL-10,2012,democrat,133890.0
IL-10,2012,republican,130564.0
IL-11,2012,republican,105348.0
IL-11,2012,democrat,148928.0
IL-12,2012,green,17045.0
IL-12,2012,republican,129902.0
IL-12,2012,democrat,157000.0
IL-13,2012,democrat,136032.0
IL-13,2012,independent,21319.0
IL-13,2012,republican,137034.0
IL-14,2012,democrat,124351.0
IL-14,2012,republican,177603.0
IL-15,2012,democrat,94162.0
IL-15,2012,republican,205775.0
IL-16,2012,republican,181789.0
IL-16,2012,democrat,112301.0
IL-17,2012,democrat,153519.0
IL-17,2012,republican,134623.0
IL-18,2012,republican,244467.0
IL-18,2012,democrat,85164.0
IN-01,2012,democrat,187743.0
IN-01,2012,republican,91291.0
IN-02,2012,republican,134033.0
IN-02,2012,democrat,130113.0
IN-02,2012,libertarian,9326.0
IN-03,2012,democrat,92363.0
IN-03,2012,republican,187872.0
IN-04,2012,republican,168688.0
IN-04,2012,democrat,93015.0
IN-04,2012,libertarian,10565.0
IN-05,2012,democrat,125347.0
IN-05,2012,republican,194570.0
IN-05,2012,libertarian,13442.0
IN-06,2012,libertarian,15962.0
IN-06,2012,republican,162613.0
IN-06,2012,democrat,96678.0
IN-07,2012,republican,95828.0
IN-07,2012,democrat,162122.0
IN-08,2012,libertarian,10134.0
IN-08,2012,democrat,122325.0
IN-08,2012,republican,151533.0
IN-09,2012,democrat,132848.0
IN-09,2012,republican,165332.0
IA-01,2012,republican,162465.0
IA-01,2012,nominated by petition,4772.0
IA-01,2012,democrat,222422.0
IA-02,2012,nominated by petition,7112.0
IA-02,2012,republican,161977.0
IA-02,2012,democrat,211863.0
IA-03,2012,democrat,168632.0
IA-03,2012,republican,202000.0
IA-03,2012,socialist workers,6286.0
IA-03,2012,nominated by petition,9352.0
IA-04,2012,republican,200063.0
IA-04,2012,nominated by petition,8124.0
IA-04,2012,democrat,169470.0
KS-01,2012,republican,211337.0
KS-02,2012,democrat,113735.0
KS-02,2012,libertarian,12520.0
KS-02,2012,republican,167463.0
